Date,Open,High,Low,Close,Adj Close,Volume
1996-02-19,18.118401,18.368299,17.8645,17.969999,2.698445,236918099
1996-02-20,17.9622,18.0364,16.790701,17.021099,2.555953,292189535
1996-02-22,17.415501,18.0403,17.263201,17.919201,2.690815,280498215
1996-02-23,17.8841,17.9231,17.431101,17.7279,2.662089,249656203
1996-02-26,17.9231,18.2941,17.6537,17.766899,2.667946,249137613
1996-02-27,17.8685,17.9622,17.263201,17.5639,2.637462,248008880
1996-02-28,17.903601,18.102699,17.610701,17.649799,2.650362,195587768
1996-02-29,17.493601,17.556101,16.439301,16.544701,2.484416,319055691
1996-03-01,16.673599,16.884399,16.287001,16.638399,2.498486,330610002
1996-03-04,16.712601,16.790701,16.275299,16.4666,2.472688,307859272
1996-03-06,16.751699,17.1656,16.6033,17.052299,2.560638,248632468
1996-03-07,17.290501,17.5912,17.122601,17.204599,2.583508,390607648
1996-03-08,16.986,17.1812,16.7712,17.114799,2.570024,295707623
1996-03-11,16.868799,17.220301,16.802401,17.1695,2.578238,288513950
1996-03-12,17.1422,18.586901,17.0641,18.052,2.710757,367109765
1996-03-13,17.571699,17.8255,17.356899,17.7435,2.664432,264112056
1996-03-14,17.7279,17.9153,17.610701,17.739599,2.663845,273207866
1996-03-15,17.645901,17.7006,17.025,17.157801,2.576481,284560502
1996-03-18,16.9821,17.025,16.314301,16.376801,2.459203,305076173
1996-03-19,16.3221,16.6189,15.0336,15.3694,2.307928,474215218
1996-03-21,16.0098,16.6423,16.0098,16.470501,2.473274,306511579
1996-03-22,16.1621,16.1621,15.5021,15.8028,2.373009,308507189
1996-03-25,16.005899,16.095699,15.4826,15.7091,2.358938,209001319
1996-03-26,15.6193,15.9317,15.1117,15.6076,2.343697,243386388
1996-03-27,16.166,16.396299,16.091801,16.1621,2.426963,172456739
1996-03-28,16.205,16.454901,16.150299,16.3729,2.458617,164309756
1996-03-29,16.353399,16.458799,16.1035,16.1542,2.425776,149017118
1996-04-01,16.224501,16.3612,16.0879,16.306499,2.448646,113153107
1996-04-02,16.3417,16.5564,16.185499,16.349501,2.455104,167974458
1996-04-03,16.716499,16.900101,16.4471,16.4862,2.475631,135793076
1996-04-04,16.3221,16.3456,16.119101,16.290899,2.446304,110561438
1996-04-08,16.4979,16.6502,16.392401,16.564301,2.487359,104283940
1996-04-09,16.7712,16.9625,16.4979,16.583799,2.490287,146377431
1996-04-10,16.790701,16.864901,16.5096,16.576,2.489116,130339559
1996-04-11,16.4198,16.517401,16.3104,16.4042,2.463317,98969354
1996-04-12,16.4042,16.986,16.33,16.853201,2.530741,155943173
1996-04-15,17.1812,17.630301,17.146099,17.2866,2.595822,217890973
1996-04-16,17.3374,17.5522,17.1812,17.325701,2.601693,177809099
1996-04-17,17.806,18.254999,17.6381,18.0637,2.712514,187442066
1996-04-18,18.625999,19.153099,18.481501,19.0555,2.861447,313725740
1996-04-19,19.2117,19.5632,19.020399,19.1766,2.879631,300782761
1996-04-22,19.367901,19.4069,18.469801,18.5674,2.788151,264176719
1996-04-23,18.395599,18.6455,18.1574,18.442499,2.769396,260702167
1996-04-24,19.2976,20.1567,19.227301,19.938,2.993967,244538169
1996-04-25,20.070801,20.500299,18.586901,18.9228,2.84152,283543810
1996-04-26,18.8993,19.3249,18.4307,19.0907,2.866733,289172751
1996-04-29,18.8993,18.997,18.5674,18.9345,2.843277,192505679
1996-04-30,18.8993,19.524099,18.7822,19.1063,2.869075,196289465
1996-05-01,20.8517,21.078199,20.636999,20.7775,3.120029,226512370
1996-05-02,20.6175,20.8986,20.305099,20.7932,3.122387,231768694
1996-05-03,20.613501,20.7346,20.226999,20.3207,3.051434,225624365
1996-05-06,19.8365,19.945801,19.079,19.1805,2.880217,270214130
1996-05-07,19.153099,19.5592,19.079,19.414801,2.915401,250805424
1996-05-08,19.0555,19.7974,18.821199,19.520201,2.931228,359177261
1996-05-09,19.153099,19.5553,18.9384,19.0438,2.85969,278596078
1996-05-10,18.586901,18.9501,18.4737,18.8447,2.829792,277174758
1996-05-13,19.094601,19.3601,18.985201,19.243,2.889603,182121718
1996-05-14,19.2117,19.906799,19.1141,19.777901,2.969926,297622564
1996-05-15,19.4655,19.992701,19.059401,19.8209,2.976382,419332404
1996-05-16,20.0513,20.344101,19.8013,19.934099,2.99338,314778926
1996-05-17,19.524099,19.7584,19.430401,19.5397,2.934156,258431256
1996-05-20,19.289801,19.3211,18.868099,18.926701,2.842106,149088824
1996-05-21,18.8134,19.0555,18.7041,18.8603,2.832134,208578124
1996-05-22,19.0555,19.1492,18.9032,18.9618,2.847376,145990089
1996-05-23,18.8368,18.9149,18.711901,18.805599,2.82392,134721324
1996-05-24,18.985201,19.0399,18.883699,18.9813,4.1858,108247631
1996-05-27,18.821199,18.821199,18.391701,18.422899,4.062661,176404424
1996-05-28,18.0403,18.0403,17.614599,17.8255,3.930921,249405871
1996-05-29,18.200399,19.094601,18.200399,18.840799,4.154817,235277819
1996-05-30,18.9774,19.032101,18.376101,18.497101,4.079025,241431112
1996-05-31,18.762699,18.7822,18.438601,18.6143,4.104868,203873041
1996-06-03,18.9774,19.250799,18.8603,19.184401,4.230589,223537201
1996-06-04,19.520201,19.6373,18.5674,18.910999,4.170298,328794937
1996-06-05,19.1336,19.1336,18.622101,18.790001,4.143615,152602430
1996-06-06,19.0516,19.445999,18.9774,19.098499,4.211645,151339888
1996-06-07,18.829,19.172701,18.801701,19.0828,4.208183,102387566
1996-06-10,19.0165,19.094601,18.821199,18.910999,4.170298,82991024
1996-06-11,18.821199,18.9384,18.6572,18.762699,4.137595,112323363
1996-06-12,19.0555,19.246901,18.907101,19.047701,4.200443,91595775
1996-06-13,19.0165,19.121901,18.910999,18.973499,4.184079,53464054
1996-06-14,19.0555,19.2117,18.993,19.172701,4.228009,56080692
1996-06-17,19.231199,19.231199,18.864201,18.910999,4.170298,49302530
1996-06-18,18.821199,18.821199,18.2043,18.4268,4.063522,87387514
1996-06-19,18.4307,18.5089,17.7318,17.876301,3.942123,109371883
1996-06-20,17.7279,17.981701,17.5326,17.903601,3.948144,130129563
1996-06-21,17.798201,17.9153,17.3062,17.4077,3.838785,161408214
1996-06-24,17.267099,17.415501,16.993799,17.2593,3.806061,140622364
1996-06-25,17.3374,17.415501,16.5564,16.8962,3.72599,159642448
1996-06-26,17.0016,17.0016,16.49,16.5721,3.654519,135377564
1996-06-27,16.4198,17.025,16.2167,16.868799,3.719946,246320582
1996-06-28,17.025,17.3179,16.521299,16.6814,3.67862,347206158
1996-07-01,16.482201,17.0016,16.1269,16.302601,3.595088,253042403
1996-07-02,16.314301,16.470501,15.8536,15.959,3.519315,259705962
1996-07-03,15.7364,15.7716,14.7212,14.8891,3.283379,295091718
1996-07-04,14.6236,15.2913,14.3854,14.8344,3.271317,368830715
1996-07-05,14.975,15.1117,14.4127,14.6118,3.222228,272145077
1996-07-08,14.9125,16.166,14.5689,14.7251,3.247214,159032944
1996-07-09,14.6079,16.166,13.4326,14.0027,3.087908,247708610
1996-07-10,13.5107,14.0534,13.4404,13.7645,3.035379,219424335
1996-07-11,13.9402,14.2526,13.7098,13.7996,3.04312,209494299
1996-07-12,13.7059,13.7411,13.1631,13.2842,2.929462,314976758
1996-07-15,13.1983,14.6821,12.9718,14.0222,3.092208,662383309
1996-07-16,15.6193,16.958599,15.6193,16.9352,3.734589,392528351
1996-07-17,16.3221,17.8841,16.056601,17.235901,3.8009,509950541
1996-07-18,17.4897,18.098801,17.4897,18.0676,3.984309,387948754
1996-07-19,18.2316,18.973499,18.2316,18.9618,4.1815,179919952
1996-07-22,18.3526,19.3445,17.524799,18.6807,4.119512,185440693
1996-07-23,19.367901,19.6178,18.458099,18.840799,4.154817,223098640
1996-07-24,18.3566,18.3566,16.958599,17.005501,3.750093,204707267
1996-07-25,16.853201,17.1031,16.1581,16.2402,3.581326,271383838
1996-07-26,16.166,16.5096,15.8067,16.247999,3.583046,244162992
1996-07-29,16.4666,17.0445,16.368999,16.5721,3.654519,202234681
1996-07-30,16.33,16.4002,15.7442,16.134701,3.558062,188324309
1996-07-31,16.243999,16.927401,15.4475,16.697001,3.682061,191834074
1996-08-01,17.021099,17.1812,16.290899,16.392401,3.61489,262293790
1996-08-02,16.337799,16.5135,16.0488,16.169901,3.565824,166402042
1996-08-05,16.134701,16.2362,15.8575,15.9199,3.510693,104919693
1996-08-06,15.8536,16.3612,15.7091,16.084,3.546881,151179829
1996-08-07,16.1464,16.517401,16.0488,16.443199,3.626092,139841918
1996-08-08,16.548599,16.6502,16.0488,16.122999,3.555481,131213479
1996-08-09,16.150299,16.353399,16.0098,16.2519,3.583906,108804635
1996-08-12,16.3221,16.443199,16.1738,16.247999,3.583046,88415090
1996-08-13,16.205,16.4744,16.150299,16.3417,3.603709,89804399
1996-08-14,16.060499,16.3612,16.060499,16.119101,3.554621,78644473
1996-08-16,16.1269,16.2362,15.9746,16.119101,3.554621,69113944
1996-08-19,16.0488,16.0879,15.3147,15.4045,3.397036,102829327
1996-08-20,15.2483,15.8926,15.1624,15.5724,3.434062,160974775
1996-08-21,15.9941,16.353399,15.8926,16.353399,3.606289,141181289
1996-08-22,16.868799,16.9821,16.3729,16.470501,3.632114,214735258
1996-08-23,16.4783,16.8493,16.4002,16.669701,3.676041,160089331
1996-08-26,16.517401,16.6658,16.275299,16.3417,3.603709,127729964
1996-08-27,16.3221,16.4198,16.0879,16.2089,3.574424,137974355
1996-08-28,16.243999,16.6931,16.243999,16.6619,3.67432,78586212
1996-08-29,16.7087,16.747801,16.470501,16.505699,3.639874,79640037
1996-08-30,16.4862,16.5721,16.4081,16.521299,3.643316,55899506
1996-09-02,16.564301,16.669701,16.4862,16.611099,3.663118,53994168
1996-09-03,16.669701,16.7829,16.095699,16.1933,3.570984,126227334
1996-09-04,16.107401,16.2519,16.017599,16.212799,3.575284,62027829
1996-09-05,16.2792,16.4979,16.2792,16.454901,3.628672,65615703
1996-09-06,16.521299,16.544701,16.2519,16.318199,3.598528,51134881
1996-09-09,16.314301,16.3221,16.1269,16.1933,3.570984,49398566
1996-09-10,16.1777,16.1777,15.9512,16.0488,3.539119,66093958
1996-09-11,16.017599,16.2362,15.7833,15.877,3.501233,57020556
1996-09-12,15.7755,15.8692,15.5021,15.7598,3.475388,124204833
1996-09-13,15.8497,15.8809,15.5841,15.6232,3.445264,83178613
1996-09-16,15.5451,15.5451,14.9476,15.0648,3.322125,95643337
1996-09-17,15.0765,15.4631,15.057,15.2913,3.372073,81027425
1996-09-18,15.2288,16.205,15.2093,16.0371,3.536538,93192519
1996-09-19,16.084,16.2089,15.385,15.4592,3.409099,112381625
1996-09-20,15.4319,15.6935,15.3069,15.3733,3.390156,72720384
1996-09-23,15.3108,15.385,15.0062,15.1741,3.346228,74556576
1996-09-24,15.2288,15.4553,15.1897,15.2913,3.372073,60399073
1996-09-25,15.4553,15.6974,15.3459,15.4006,3.396176,67731037
1996-09-26,15.3225,15.3772,15.0336,15.1585,3.342788,60141699
1996-09-27,15.1468,15.1468,14.6157,14.6938,3.240311,118018248
1996-09-30,14.604,14.9867,14.4791,14.9203,3.290259,113717794
1996-10-01,14.9945,15.0609,14.7251,14.8813,3.281659,85135810
1996-10-03,15.0336,15.221,14.7056,14.8149,3.267016,69793232
1996-10-04,14.8969,15.014,14.5455,14.893,3.284239,82331583
1996-10-07,14.9281,14.9281,14.0964,14.604,3.220508,124407788
1996-10-08,14.5337,14.8383,14.1784,14.6665,3.234291,89927964
1996-10-09,14.8383,14.9945,14.6236,14.8578,3.276476,80167591
1996-10-10,14.8149,15.3069,14.7446,15.2561,3.36431,88899748
1996-10-11,15.3264,15.5021,15.0804,15.2366,3.36001,99797818
1996-10-14,15.0921,15.1507,14.7251,14.7875,3.260974,73911860
1996-10-15,14.6938,14.9555,14.5064,14.7446,3.251514,74154509
1996-10-16,14.9984,15.0687,14.6704,14.7212,3.246353,63683476
1996-10-17,14.647,15.2288,14.5142,15.0999,3.329865,128315138
1996-10-18,15.1897,15.4631,14.9789,15.2132,3.354851,205462743
1996-10-22,15.3264,16.0488,15.3264,15.7559,3.474527,184973322
1996-10-23,16.5721,16.7673,16.3221,16.673599,3.676901,146937636
1996-10-24,16.7868,17.251499,16.290899,16.454901,3.628672,303877654
1996-10-25,16.396299,16.8102,16.365101,16.7087,3.684642,140434775
1996-10-28,16.790701,16.868799,16.439301,16.521299,3.643316,90935693
1996-10-29,16.443199,16.868799,16.091801,16.263599,3.586487,116754426
1996-10-31,15.9746,15.9746,15.588,15.7755,3.47885,79985764
1996-11-01,15.8887,16.868799,15.2639,15.3655,3.388436,80726515
1996-11-04,15.2288,15.2288,14.5884,14.7368,3.249793,100510398
1996-11-05,14.6938,14.8891,14.3697,14.4595,3.188643,78469689
1996-11-06,14.1472,14.4674,13.7567,14.2877,3.150756,171489345
1996-11-07,14.4791,14.5533,14.2916,14.4869,3.194685,90381250
1996-11-08,14.565,14.6899,14.0964,14.6157,3.223088,71520585
1996-11-11,14.2721,14.522,14.1198,14.3268,3.159379,73381746
1996-11-13,14.2135,14.6626,14.2135,14.5806,3.215348,41866208
1996-11-14,14.5259,14.604,14.319,14.3893,3.173162,36122665
1996-11-15,14.3424,14.6743,14.2956,14.5728,3.213627,40964118
1996-11-18,14.6431,15.0101,14.6431,14.9711,3.301462,73395191
1996-11-19,15.0062,15.0687,14.6392,14.7837,3.260135,67460218
1996-11-20,14.7993,14.7993,14.2213,14.2799,3.149037,53177869
1996-11-21,14.2565,14.4166,13.8894,14.03,3.093928,95861016
1996-11-22,13.8777,14.112,13.7957,13.8894,3.062923,106095803
1996-11-25,13.8426,14.8617,13.5693,14.5533,3.209328,163333399
1996-11-26,14.8071,15.2015,14.2956,14.7915,3.261855,182050011
1996-11-27,14.2916,14.2916,13.8426,14.1823,3.127514,101698033
1996-11-28,14.2135,14.3658,14.0183,14.1081,3.111151,59441282
1996-11-29,14.2057,14.3151,14.0808,14.1589,3.122354,46052701
1996-12-02,14.0769,14.2877,13.991,14.1237,3.114591,33450327
1996-12-03,14.0574,14.5572,14.0339,14.237,3.139577,91518306
1996-12-04,14.1355,14.1355,13.8309,14.0378,3.095648,61702590
1996-12-05,13.909,14.44,13.8035,14.2799,3.149037,86467497
1996-12-06,14.3502,14.4439,14.2135,14.3034,3.154218,50965859
1996-12-09,14.2135,14.4127,14.2018,14.2799,3.149037,37205942
1996-12-10,14.2135,14.2448,13.9441,14.0339,3.094789,50235352
1996-12-11,14.0925,15.0179,14.0925,15.014,3.310922,93510076
1996-12-12,15.1507,15.2561,14.6275,14.686,3.23859,111052498
1996-12-13,14.6118,14.7602,14.4713,14.6899,3.239451,57848379
1996-12-16,14.7837,15.3069,14.7837,15.2132,3.354851,90801244
1996-12-17,15.1897,15.3147,14.8539,15.0101,3.310062,77183458
1996-12-18,15.2288,15.5217,15.1234,15.2327,3.35915,90399177
1996-12-19,15.1897,15.424,15.0531,15.2405,3.360871,61119337
1996-12-20,15.4319,16.0488,15.4319,15.9317,3.513295,164133692
1996-12-23,16.005899,16.005899,15.588,15.6935,3.460767,95147795
1996-12-24,15.6505,15.7755,15.5021,15.6622,3.453864,69870061
1996-12-26,15.9317,16.458799,15.9317,16.380699,3.612309,66160542
1996-12-31,16.458799,16.4783,16.017599,16.138599,3.55892,47716030
1997-01-01,16.3612,17.220301,16.3612,17.1343,3.778495,129305581
1997-01-02,17.177299,17.1812,16.6814,16.7283,3.688963,95362914
1997-01-03,16.5994,16.9664,16.5994,16.9235,3.73201,89838971
1997-01-06,17.025,17.1031,16.751699,16.8141,3.707884,60139778
1997-01-07,16.7985,17.0602,16.697001,16.931299,3.733731,88169240
1997-01-08,17.3335,17.567801,17.0641,17.2085,3.794858,123788041
1997-01-09,17.083599,17.329599,16.9743,17.1695,3.786258,92182229
1997-01-10,17.4545,17.524799,17.278799,17.3843,3.833626,92862158
1997-01-13,17.1812,17.415501,17.0641,17.356899,3.827583,76475999
1997-01-14,17.493601,18.391701,17.3062,18.0481,3.980009,98356010
1997-01-15,18.3526,19.3132,18.239401,19.3132,4.258992,167971257
1997-01-16,20.6682,20.6682,18.547899,18.833,4.153097,194842535
1997-01-17,18.196501,19.289801,18.196501,19.0282,4.196142,166676063
1997-01-20,19.0555,19.094601,18.2199,18.3487,4.046298,98414911
1997-01-21,18.2355,18.5089,17.813801,17.9895,3.967087,103892757
1997-01-22,18.5089,19.250799,18.5089,19.2195,4.238328,133652132
1997-01-24,19.6803,20.394899,19.6803,20.2348,4.462226,237872049
1997-01-27,20.695601,21.4765,20.5784,20.9533,4.62067,236198476
1997-01-28,21.378901,21.566299,20.9025,21.496,4.740348,153164556
1997-01-29,22.4918,22.4918,20.9533,21.4179,4.723125,230196279
1997-01-30,21.0079,21.7498,20.968901,21.394501,4.717966,270968966
1997-01-31,20.972799,21.320299,20.6175,20.9142,4.612047,234209268
1997-02-03,20.266001,20.676001,19.524099,19.7623,4.358028,176487015
1997-02-04,19.7271,20.922001,19.649,20.601801,4.543157,222820778
1997-02-05,21.203199,21.3906,20.406601,20.543301,4.530257,168059609
1997-02-06,20.543301,21.109501,20.269899,20.8752,4.603447,203623990
1997-02-07,20.968901,21.5117,20.7736,21.371099,4.712803,207596004
1997-02-10,21.378901,21.4375,20.922001,21.292999,4.695582,147662382
1997-02-11,21.1602,21.628799,21.086,21.4687,4.734328,116029040
1997-02-12,21.4765,21.730301,21.211,21.3867,4.716245,115103261
1997-02-13,21.2617,21.472601,21.1329,21.308599,4.699022,92560608
1997-02-14,21.242201,21.4765,21.2227,21.398399,4.718825,66008807
1997-02-17,21.6717,21.867001,21.3594,21.488199,4.738627,106882651
1997-02-18,21.5156,21.5156,20.7932,20.9494,4.61981,114646774
1997-02-19,21.0938,21.367201,20.8088,21.308599,4.699022,132753243
1997-02-20,21.242201,21.3594,20.9806,21.0977,4.652514,95699037
1997-02-21,20.9298,21.035299,20.726801,20.7971,4.586224,91607939
1997-02-24,20.6409,20.6565,19.918501,20.0161,4.413996,109430784
1997-02-25,19.9146,20.996201,19.7623,20.422199,4.503551,234650389
1997-02-26,20.2973,20.7346,20.180099,20.6057,4.544018,117710936
1997-02-27,20.7034,21.1446,20.6877,21.062599,4.644773,127714598
1997-02-28,22.7456,23.3508,22.3356,22.9408,5.058959,75485556
1997-03-03,23.9834,24.4832,23.702299,23.834999,5.256149,153220256
1997-03-04,23.9366,24.205999,23.6203,24.0459,5.302657,133885818
1997-03-05,24.8347,24.9869,23.2883,23.7374,5.234626,286664953
1997-03-06,23.358601,23.6632,23.1556,23.483601,5.178659,190897411
1997-03-10,22.9916,22.9916,22.2262,22.3512,4.928939,175525383
1997-03-11,22.179399,22.4137,20.9298,21.1602,4.666296,259523496
1997-03-12,21.9373,22.1677,21.445299,21.7694,4.800638,199504082
1997-03-13,21.9802,22.011499,21.3515,21.484301,4.737767,127130064
1997-03-14,21.242201,22.2575,21.1485,21.9177,4.833342,310433014
1997-03-17,22.0193,22.3356,21.7577,22.2223,4.900513,217129094
1997-03-18,22.218399,22.874399,22.1481,22.5152,4.965104,211827313
1997-03-19,22.9564,23.058001,21.945101,22.050501,4.862628,162368566
1997-03-20,21.906,22.4879,21.652201,22.1989,4.895353,196672965
1997-03-21,22.4918,22.718201,22.355101,22.5347,4.969405,135992189
1997-03-25,22.706499,22.8041,22.3395,22.5347,4.969405,145666771
1997-03-26,22.784599,23.1087,22.690901,22.780701,5.023652,190840430
1997-03-27,22.687,22.858801,22.5308,22.7729,5.021932,102175008
1997-03-31,21.179701,21.179701,20.496401,20.523701,4.525934,1667170
1997-04-01,18.926701,20.769699,18.743099,20.391001,4.496671,219080529
1997-04-02,21.078199,21.230499,20.480801,20.7346,4.572442,169075021
1997-04-03,20.769699,21.0665,20.555,20.922001,4.613768,133249425
1997-04-04,20.6096,20.910299,20.4652,20.832199,4.593963,89391448
1997-04-07,20.754101,20.769699,20.484699,20.6213,4.547456,81159314
1997-04-09,21.2344,21.488199,21.0977,21.4179,4.723125,161342270
1997-04-10,21.125099,21.2227,20.012199,20.7815,4.582784,157285745
1997-04-11,20.070801,21.1602,20.035601,20.9142,4.612047,129400336
1997-04-15,20.910299,21.0392,20.586201,20.738501,4.573302,86772249
1997-04-17,21.0079,21.933399,20.9142,21.843599,4.817001,164791853
1997-04-21,21.9841,23.3743,21.9529,23.3664,5.152812,186192328
1997-04-22,23.897499,24.8347,23.1985,23.651501,5.215684,332214429
1997-04-23,24.2099,24.288,23.8584,23.944401,5.280275,175044567
1997-04-24,24.042,24.112301,23.671,23.7882,5.245828,128416935
1997-04-25,23.6593,23.9053,23.6085,23.8545,5.260448,110871312
1997-04-28,23.819401,24.0224,23.702299,23.834999,5.256149,79307116
1997-04-29,23.745199,23.8741,23.671,23.8311,5.255289,71546834
1997-04-30,24.4051,24.580799,24.1318,24.186399,5.333642,155422663
1997-05-02,23.975599,24.049801,23.7999,23.846701,5.25873,74678861
1997-05-05,23.5226,23.624201,23.2962,23.362499,5.151953,117870994
1997-05-06,23.4289,23.741301,23.3547,23.6476,5.214822,90767952
1997-05-07,23.741301,23.741301,23.4445,23.4914,5.180378,63187294
1997-05-08,23.499201,23.6164,23.382099,23.5734,5.198462,45432954
1997-05-09,23.624201,23.655399,23.468,23.5226,5.187258,38984513
1997-05-12,23.507,23.565599,22.812,22.874399,5.044315,125024333
1997-05-13,22.843201,22.999399,22.7729,22.8549,5.040016,76013110
1997-05-14,22.8666,23.1868,22.5035,23.120399,5.098564,163583090
1997-05-15,22.9799,23.1556,22.9018,22.972099,5.065861,89518854
1997-05-16,22.921301,23.077499,22.8901,23.0189,7.079275,53199637
1997-05-19,23.272699,23.514799,23.089199,23.206301,7.136909,73671772
1997-05-20,23.2141,23.335199,23.1322,23.2024,7.135712,29541696
1997-05-21,23.194599,23.194599,22.768999,22.843201,7.02524,70140880
1997-05-22,22.8901,22.921301,22.4527,22.6362,6.96158,112560890
1997-05-23,22.569901,22.995501,22.382401,22.6675,6.971206,152384110
1997-05-26,22.589399,22.741699,22.4527,22.5035,6.920769,65164978
1997-05-27,22.5933,22.8354,22.038799,22.230101,6.836688,154617888
1997-05-28,22.3356,22.48,22.011499,22.066099,6.786249,66318680
1997-05-29,22.0154,23.1322,21.9373,22.9799,7.067282,231919790
1997-05-30,23.120399,23.6164,22.9799,23.5109,7.230587,219328300
1997-06-02,23.702299,23.8936,23.471901,23.7843,7.314669,149851983
1997-06-03,23.819401,24.280199,23.507,23.6905,7.28582,165158707
1997-06-04,23.897499,24.002899,23.628099,23.7218,7.295447,79893570
1997-06-05,23.928699,24.6199,23.8428,24.268499,7.463581,271764777
1997-06-06,24.3661,24.463699,24.014601,24.065399,7.401117,124094713
1997-06-09,23.897499,24.354401,23.7803,24.124001,7.419142,148174569
1997-06-10,24.3661,24.600401,24.1943,24.490999,7.532008,140026306
1997-06-11,24.795601,25.0299,24.6824,24.780001,7.620889,129652588
1997-06-12,24.7878,25.377399,24.756599,25.3032,7.781793,187812761
1997-06-13,25.4594,25.654699,25.0299,25.2173,7.755376,141554545
1997-06-16,25.0611,25.146999,24.463699,24.627701,7.574049,123182379
1997-06-17,24.9128,25.2251,24.846399,24.979099,7.682119,124348246
1997-06-18,25.4594,25.728901,25.1744,25.283701,7.775796,109283530
1997-06-19,25.068899,26.8652,24.9557,26.7012,8.21174,264913629
1997-06-20,27.025299,28.544201,26.9823,28.091299,8.63925,325808884
1997-06-23,28.388,29.0284,28.3685,28.5091,8.767741,171096881
1997-06-24,28.505199,29.051901,28.364599,28.805901,8.859022,140073043
1997-06-25,29.598499,29.981199,28.5833,28.7824,8.851795,321658884
1997-06-26,28.759001,30.4576,27.4977,29.6532,9.119601,537659246
1997-06-27,29.426701,29.5595,28.7785,28.868299,8.878213,182571802
1997-06-30,28.505199,28.887899,28.2358,28.7668,8.846998,184442567
1997-07-01,29.051901,29.1924,28.270901,28.5599,8.783365,202130323
1997-07-02,28.930799,29.4345,28.7395,28.9074,8.890238,161212302
1997-07-03,28.759001,29.0128,28.4349,28.5247,8.772541,103292217
1997-07-04,28.6028,28.680901,27.857,28.0327,8.621231,141681952
1997-07-07,27.9585,28.5247,27.9077,28.142,8.654846,125784292
1997-07-08,28.079599,28.2514,27.646099,27.802299,8.550372,141226745
1997-07-09,28.427099,28.6458,28.349001,28.5403,8.777338,98328480
1997-07-10,28.7395,29.051901,28.466101,28.6653,8.81578,157831225
1997-07-11,28.302099,28.349001,27.903799,28.017099,8.616431,110773996
1997-07-14,27.810101,27.9585,26.8652,27.0292,8.312613,144923459
1997-07-15,27.236099,27.4431,26.9823,27.1502,8.349825,123538349
1997-07-16,27.568001,27.7945,27.2635,27.3962,8.425478,134948607
1997-07-17,27.4118,27.528999,27.142401,27.3337,8.40626,89487483
1997-07-21,26.9433,27.0135,26.7285,26.955,8.289794,51467163
1997-07-22,27.0994,27.130699,26.7675,26.888599,8.269369,74921510
1997-07-23,27.1775,28.2318,27.158001,28.1264,8.650046,185729439
1997-07-24,28.349001,28.4974,27.568001,27.724199,8.526354,149988353
1997-07-25,27.568001,27.677401,27.025299,27.400101,8.42668,138416116
1997-07-28,27.489901,27.646099,27.2556,27.462601,8.445902,70770870
1997-07-29,27.4118,27.724199,27.337601,27.677401,8.51196,110229157
1997-07-30,27.8687,28.017099,27.5329,27.5993,8.487941,62387001
